id,popularity,budget,revenue,original_title,release_year,vote_count,vote_average,production company
274479,2.793297,60000000,101134059,Joy,2015,1001,6.4,Fox 2000 Pictures
257088,2.6144990000000004,105000000,133718711,Point Break,2015,505,5.5,Studio Babelsberg
295964,2.584264,20000000,36606743,Burnt,2015,631,6.3,Double Feature Films
238615,2.578919,26000000,30523226,Self/less,2015,719,6.2,Endgame Entertainment
210860,2.575711,60000000,30418560,Mortdecai,2015,696,5.3,Lionsgate
306819,2.557859,15000000,64191523,The Danish Girl,2015,867,7.3,Pretty Pictures
201088,2.5507470000000003,70000000,17752940,Blackhat,2015,584,5.0,Universal Pictures
273481,2.487849,30000000,84025816,Sicario,2015,1479,7.1,Lionsgate
166424,2.487042,120000001,167977596,Fantastic Four,2015,1565,4.4,Twentieth Century Fox Film Corporation
310131,2.46449,3500000,40423945,The Witch,2015,700,5.8,Parts and Labor
238713,2.404473,65000000,235666219,Spy,2015,1840,6.9,Twentieth Century Fox Film Corporation
256591,2.395366,50100000,153962963,Focus,2015,1831,6.7,Kramer & Sigman Films
249070,2.354654,35000000,82347656,Hitman: Agent 47,2015,820,5.5,Twentieth Century Fox Film Corporation
205775,2.345821,100000000,93820758,In the Heart of the Sea,2015,805,6.4,Imagine Entertainment
334074,2.331636,20000000,0,Survivor,2015,280,5.4,Nu Image Films
312221,2.331567,35000000,137935567,Creed,2015,1171,7.3,New Line Cinema
271718,2.31767,35000000,140795793,Trainwreck,2015,849,6.1,Universal Pictures
333352,2.29573,13000000,32848185,Eye in the Sky,2015,265,7.2,Entertainment One
276907,2.28135,25000000,42972994,Legend,2015,619,6.7,Working Title Films
284289,2.272044,0,45895,Beyond the Reach,2015,81,5.5,Furthur Films
266647,2.234573,150000000,128388320,Pan,2015,586,5.9,Warner Bros.
347096,2.165433,0,0,Mythica: The Darkspore,2015,27,5.1,Arrowstorm Entertainment
308369,2.141506,0,0,Me and Earl and the Dying Girl,2015,569,7.7,Indian Paintbrush
227973,2.140199,99000000,246233113,The Peanuts Movie,2015,414,6.4,Blue Sky Studios
321741,2.121884,35000000,48623572,Concussion,2015,500,6.9,Village Roadshow Pictures
296100,2.096273,25000000,52395996,The Night Before,2015,363,6.1,Sony Pictures
263472,2.080935,2500000,5214043,Knock Knock,2015,473,4.8,Universum Film (UFA)
228205,2.070708,34000000,63013281,The Longest Ride,2015,711,7.3,Fox 2000 Pictures
159824,2.060162,80000000,466183544,Hotel Transylvania 2,2015,919,6.8,Columbia Pictures
333348,2.055572,17000000,24000000,Love the Coopers,2015,111,5.3,Imagine Entertainment
285783,2.049886,35000000,61181942,The Walk,2015,706,6.8,TriStar Pictures
290764,2.026651,11000000,1863315,Tracers,2015,326,5.9,Temple Hill Entertainment
296099,2.000338,31000000,104384188,Vacation,2015,846,6.1,New Line Cinema
243688,1.984529,35000000,95437994,Poltergeist,2015,589,5.0,Ghost House Pictures
287424,1.980039,4000000,187112,Maggie,2015,384,5.1,Lionsgate
301875,1.959765,0,2000000,Equals,2015,135,5.6,Scott Free Productions
181283,1.95632,50000000,3324330,Child 44,2015,341,5.9,Summit Entertainment
328425,1.926739,5000000,58978653,The Gift,2015,631,6.6,Blumhouse Productions
274167,1.904898,50000000,240360392,Daddy's Home,2015,568,5.7,Paramount Pictures
370687,1.876037,0,0,Mythica: The Necromancer,2015,11,5.4,Arrowstorm Entertainment
307663,1.872696,10000000,0,Vice,2015,181,4.1,Grindstone Entertainment Group
309809,1.865007,64000000,97571250,The Little Prince,2015,423,7.5,Onyx Films
258509,1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,2015,278,5.7,Regency Enterprises
298382,1.82313,11930000,18340000,The Dressmaker,2015,197,6.9,Amazon Studios
272693,1.758618,8500000,43528634,The DUFF,2015,753,6.8,Wonderland Sound and Vision
283445,1.742286,10000000,52882018,Sinister 2,2015,331,5.5,Alliance Films
256961,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,2015,422,5.3,Columbia Pictures
326359,1.7247119999999998,0,0,Frozen Fever,2015,475,7.0,Walt Disney Pictures
254302,1.661789,0,0,High-Rise,2015,161,5.4,Ingenious Media
241251,1.6510779999999998,4000000,50163103,The Boy Next Door,2015,810,3.9,Universal Pictures
292040,1.646664,0,0,Spooks: The Greater Good,2015,114,5.6,BBC Films
188222,1.532997,30000000,49263404,Entourage,2015,364,6.2,Warner Bros.
252838,1.510096,23000000,79799880,The Wedding Ringer,2015,446,6.5,Miramax Films
273477,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,2015,288,6.2,Paramount Pictures
298312,1.495112,5000000,98450062,The Visit,2015,729,5.9,Blumhouse Productions
261023,1.4832459999999998,53000000,99775678,Black Mass,2015,848,6.3,Infinitum Nihil
336004,1.449072,8900000,50136,Heist,2015,233,5.4,Emmett/Furla Films
287903,1.448002,15000000,61548707,Krampus,2015,342,5.9,Universal Pictures
182560,1.443406,20000000,208588,Dark Places,2015,322,5.7,Denver and Delilah Productions
192141,1.41239,5000000,54418872,No Escape,2015,519,6.7,Bold Films
308639,1.40805,700000,17986781,Dope,2015,448,7.3,Forest Whitaker's Significant Productions
261392,1.388251,28000000,28208085,American Ultra,2015,695,5.9,Concorde Filmverleih
304357,1.388032,11000000,61619773,Woman in Gold,2015,277,7.3,BBC Films
297291,1.38032,0,0,The Scorpion King: The Lost Throne,2015,22,4.5,Universal Pictures
266294,1.376605,30000000,105011053,Sisters,2015,399,5.9,Little Stranger
227719,1.360926,12000000,32248241,Project Almanac,2015,637,6.3,Paramount Pictures
86828,1.360827,0,5189646,Absolutely Anything,2015,199,5.8,Premiere Picture
287948,1.355822,25000000,72629670,The Transporter Refueled,2015,407,5.3,EuropaCorp
201085,1.345982,55000000,74679822,Crimson Peak,2015,819,6.4,Legendary Pictures
277355,1.342839,0,0,Everly,2015,169,5.1,Crime Scene Pictures
264999,1.338481,14800000,122413057,Magic Mike XXL,2015,501,6.3,Warner Bros.
146301,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,2015,267,5.0,Paramount Pictures
223485,1.329702,0,229094,Slow West,2015,229,6.6,The New Zealand Film Commission
294016,1.316239,15000000,8235661,Trumbo,2015,273,7.2,Groundswell Productions
290751,1.315266,19500000,32189727,Secret in Their Eyes,2015,202,6.2,Ingenious Media
309245,1.29314,0,2500431,Mistress America,2015,132,6.4,RT Features
228165,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,2015,533,5.7,Paramount Pictures
245706,1.284541,0,4719695,True Story,2015,354,6.0,Plan B Entertainment
272878,1.278928,20000000,43967255,Max,2015,214,7.0,Sunswept Entertainment
263109,1.25358,0,59700000,Shaun the Sheep Movie,2015,340,6.9,Aardman Animations
157827,1.251681,11000000,0,Louder Than Bombs,2015,43,6.3,Motlys
321751,1.245224,0,1702433,A Perfect Day,2015,102,6.3,Reposado Producciones
266396,1.225325,40000000,10664749,The Gunman,2015,283,5.6,StudioCanal
277685,1.191138,1000000,62882090,Unfriended,2015,643,5.6,Bazelevs Production
268920,1.178831,35000000,51680201,Hot Pursuit,2015,472,5.5,New Line Cinema
280092,1.164724,10000000,104303851,Insidious: Chapter 3,2015,610,6.3,Sony Pictures
193687,1.161812,0,118483,Z for Zachariah,2015,181,5.5,Palomar Pictures
300803,1.144808,0,0,Dragonheart 3: The Sorcerer's Curse,2015,59,4.5,Raffaella Productions
328589,1.142518,6000000,41387687,The Lady in the Van,2015,135,5.9,BBC Films
228066,1.138395,40000000,34227298,Victor Frankenstein,2015,408,5.5,Twentieth Century Fox Film Corporation
378373,1.128081,0,0,Brothers of the Wind,2015,11,7.5,Terra Mater Factual Studios
291270,1.125239,8000000,3759286,Anomalisa,2015,259,6.7,Starburns Industries
294963,1.073349,1800000,0,Bone Tomahawk,2015,220,6.3,Caliber Media Company
241257,1.065888,0,17671101,Regression,2015,310,5.2,The Weinstein Company
245698,1.063055,0,0,Pawn Sacrifice,2015,148,6.6,Material Pictures
353326,1.046518,0,11472454,The Man Who Knew Infinity,2015,104,7.1,Animus Films
346808,1.041922,20000000,0,Momentum,2015,100,5.8,Thaba Media
250124,1.03839,2000000,1477002,The Diary of a Teenage Girl,2015,186,6.8,Caviar Films
290637,1.036825,0,0,Pay the Ghost,2015,114,5.3,Voltage Films
244458,1.02762,0,0,The Voices,2015,371,6.0,Studio Babelsberg
308504,1.021441,0,3643591,Last Knights,2015,237,6.3,Czech Anglo Productions
314405,1.008474,12000000,0,Il racconto dei racconti,2015,211,5.7,HanWay Films
282984,1.007054,11000000,27391084,Irrational Man,2015,319,6.1,Sony Pictures
157843,0.973316,15000000,0,Queen of the Desert,2015,30,6.0,Benaroya Pictures
275601,0.956096,18000000,41325328,Ricki and the Flash,2015,152,5.5,Columbia TriStar
290762,0.953647,0,0,Miss You Already,2015,139,7.2,S Films
251516,0.953046,630019,0,Kung Fury,2015,487,7.7,Laser Unicorns
304372,0.950793,12000000,60273173,The Perfect Guy,2015,122,5.6,Screen Gems
324807,0.938432,0,1936524,A Bigger Splash,2015,69,5.8,StudioCanal
252512,0.93762,10000000,7587485,While We're Young,2015,265,5.9,Scott Rudin Productions
257091,0.927339,40000000,106511453,Get Hard,2015,661,5.9,Gary Sanchez Productions
228968,0.91704,0,0,Kidnapping Mr. Heineken,2015,131,5.8,Umedia
347969,0.913085,60000000,0,The Ridiculous 6,2015,252,4.8,Happy Madison Productions
237756,0.90686,0,0,Kill Me Three Times,2015,96,5.1,Parabolic Pictures
293646,0.906036,25000000,24902723,The 33,2015,262,5.8,Alcon Entertainment
245168,0.8982959999999999,14000000,16002420,Suffragette,2015,231,7.1,Ruby Films
311291,0.8944770000000001,0,0,45 Years,2015,167,6.0,The Bureau
301351,0.8809379999999999,6000000,11122090,We Are Your Friends,2015,412,6.2,Working Title Films
248574,0.880268,0,6075,Barely Lethal,2015,215,5.5,A24
225728,0.874641,0,13192457,Macbeth,2015,269,6.4,Studio Canal
326425,0.872149,0,16775,Extraction,2015,57,4.2,Emmett/Furla Films
342474,0.8611790000000001,0,0,Jenny's Wedding,2015,92,5.2,MM Productions
277217,0.848748,0,0,Descendants,2015,262,6.7,Walt Disney Television
207936,0.843174,0,0,Tumbledown,2015,22,6.6,Echo Films
250734,0.842202,0,30229977,Far from the Madding Crowd,2015,220,6.9,Fox Searchlight Pictures
249688,0.8369409999999999,0,3002884,The End of the Tour,2015,126,7.3,A24
268238,0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,2015,196,6.4,Participant Media
256962,0.829111,20000000,6420319,Little Boy,2015,113,7.1,Metanoia Films
322456,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,2015,14,6.4,Warner Bros. Animation
302528,0.820691,0,1986615,Remember,2015,75,7.7,Serendipity Point Films
222936,0.814206,37000000,26250020,Aloha,2015,469,5.2,Columbia Pictures
316002,0.813893,26000000,0,Accidental Love,2015,64,3.6,K. JAM Media
365806,0.810667,0,0,Halo: The Fall of Reach,2015,32,5.3,343 Industries
10317,0.795762,28000000,7002261,Our Brand Is Crisis,2015,122,5.7,Participant Media
334538,0.792471,0,0,Into the Forest,2015,57,5.1,Rhombus Media
306947,0.7879689999999999,0,231737,The Invitation,2015,192,6.4,Pandastorm Pictures
328901,0.781809,0,0,The Benefactor,2015,55,4.5,KSM
382517,0.7739090000000001,0,0,Open Season: Scared Silly,2015,33,5.6,Sony Pictures Animation
310133,0.77107,0,134552,Cop Car,2015,174,5.5,Park Pictures
237584,0.768138,0,0,Mojave,2015,17,4.3,Atlas Independent
288036,0.758133,0,3214116,Sleeping with Other People,2015,197,6.2,Sidney Kimmel Entertainment
354110,0.747541,11000000,0,Forsaken,2015,53,5.6,Minds Eye Entertainment
331781,0.738404,0,8413144,Amy,2015,345,7.5,On The Corner Films
253161,0.7299,0,0,Madame Bovary,2015,52,5.3,A Company Filmproduktionsgesellschaft
312831,0.719407,0,0,The Hallow,2015,122,4.9,Prescience
316322,0.7141310000000001,0,0,Barbie in Princess Power,2015,13,5.5,Mattel Playground Productions
301846,0.7073550000000001,0,0,Howl,2015,62,4.9,Starchild Pictures
306745,0.706023,7000000,573335,Freeheld,2015,86,7.1,Double Feature Films
332340,0.7013699999999999,0,0,Man Up,2015,264,6.5,Big Talk Productions
292431,0.699932,3000000,695269,Love,2015,307,4.7,Wild Bunch
300693,0.69957,9600000,2541554,Truth,2015,89,6.4,Echo Lake Entertainment
333381,0.696184,0,0,Return to Sender,2015,88,5.0,Voltage Pictures
256924,0.690479,10000000,10835752,Danny Collins,2015,114,6.6,Big Indie Pictures
253414,0.6895789999999999,15000000,3020664,Rock the Kasbah,2015,56,5.1,Shangri-La Entertainment
254172,0.689571,2240000,0,Fathers and Daughters,2015,142,7.0,Andrea Leone Films
320588,0.6737920000000001,1000000,14444999,"Hello, My Name Is Doris",2015,87,6.6,Red Crown Productions
157544,0.669351,13000000,1784763,The Vatican Tapes,2015,164,4.5,Lakeshore Entertainment
283235,0.661471,8000000,1411927,99 Homes,2015,121,6.8,Imagenation Abu Dhabi FZ
243938,0.6611630000000001,14000000,12314651,Hot Tub Time Machine 2,2015,244,5.0,Paramount Pictures
86835,0.654335,0,0,Knight of Cups,2015,101,5.7,Waypoint Entertainment
254905,0.654046,4000000,143101,Manglehorn,2015,35,5.0,Worldview Entertainment
309242,0.649628,0,0,Mississippi Grind,2015,74,5.7,Electric City Entertainment
332502,0.644786,0,0,400 Days,2015,98,4.2,New Artists Alliance
286192,0.640151,0,0,Lava,2015,298,7.3,Pixar Animation Studios
284674,0.6385569999999999,0,0,Air,2015,135,4.7,Automatik Entertainment
360055,0.633608,0,0,Riot,2015,11,5.0,Mainstay Productions
352179,0.6295609999999999,0,0,Septembers of Shiraz,2015,14,5.9,Eclectic pictures
246127,0.607124,0,8034,Every Thing Will Be Fine,2015,44,5.1,Neue Road Movies
338676,0.606113,0,0,Extinction,2015,135,5.3,Vaca Films
330982,0.604928,0,0,The Childhood of a Leader,2015,25,3.6,Hepp Film
232572,0.602165,8000000,35991087,A Walk in the Woods,2015,171,5.4,Wildwood Enterprises
112454,0.599751,0,0,Clown,2015,182,5.2,Zed Filmworks
243940,0.599655,3300000,64110728,The Lazarus Effect,2015,327,4.9,Lionsgate
321528,0.589472,0,0,Batman vs. Robin,2015,142,6.8,Warner Bros. Animation
317744,0.586735,8000000,0,Careful What You Wish For,2015,57,5.4,Hyde Park Entertainment
239573,0.577814,35000000,14431253,Unfinished Business,2015,241,4.9,Studio Babelsberg
167810,0.5707439999999999,2000000,45431,Lost River,2015,129,5.7,Bold Films
319075,0.569443,0,0,Cobain: Montage of Heck,2015,197,7.5,HBO Documentary Films
316042,0.561032,0,0,Hyena Road,2015,29,5.7,Rhombus Media
334527,0.5607439999999999,7000000,0,Criminal Activities,2015,67,5.9,NeeNee Productions
300153,0.560423,12000000,0,Life,2015,75,5.9,See-Saw Films
228203,0.553238,0,45710059,"McFarland, USA",2015,139,7.4,Walt Disney Pictures
332704,0.5485869999999999,0,0,Backtrack,2015,52,5.4,Head Gear Films
278236,0.5478270000000001,0,0,X+Y,2015,133,6.0,Original Pictures
276839,0.546458,3000000,0,Home Sweet Hell,2015,136,4.9,Darko Entertainment
326215,0.542568,6000000,0,Ooops! Noah is Gone...,2015,50,5.7,Skyline Entertainment
363689,0.5327,0,0,The Unspoken,2015,10,4.1,Lighthouse Pictures
318256,0.532239,0,0,Hot Girls Wanted,2015,158,5.9,Two to Tangle Productions
299245,0.532205,100000,42664410,The Gallows,2015,247,5.0,New Line Cinema
333344,0.52985,0,0,Dirty Weekend,2015,12,4.8,Horsethief Pictures
357096,0.527957,0,0,I Spit on Your Grave III: Vengeance is Mine,2015,100,5.0,Cinetel Films
309299,0.526642,0,0,Experimenter,2015,94,6.9,FJ Productions
314385,0.524315,10000000,3334927,By the Sea,2015,82,5.4,Plan B Entertainment
333596,0.52025,0,0,Woodlawn,2015,32,6.8,Sony Pictures
361042,0.516954,0,0,The Hollow,2015,19,5.1,Sonar Entertainment
353686,0.515401,0,0,Visions,2015,67,5.5,Blumhouse Productions
318954,0.514735,0,1236094,Beyond the Mask,2015,13,6.2,Burns Family Studios
289191,0.513386,0,0,I Am Here,2015,18,4.0,Zentropa Entertainments
324333,0.50732,0,0,Wild Horses,2015,16,4.1,Patriot Pictures
252164,0.5048279999999999,0,0,Pressure,2015,29,5.0,Isle of Man Film
360784,0.5024890000000001,0,0,Hidden,2015,96,6.5,Primal Pictures
336313,0.497265,0,157768,Hell & Back,2015,47,4.3,Freestyle Releasing
240483,0.486351,21000000,0,Robot Overlords,2015,63,4.9,British Film Institute (BFI)
321494,0.482422,0,0,The Man with the Iron Fists 2,2015,43,4.7,Living Films
353595,0.47784,0,0,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,2015,17,6.8,Warner Bros. Animation
264337,0.475473,0,0,Spare Parts,2015,38,6.6,Brookwell-McNamara Entertainment
289716,0.474788,0,0,The World Made Straight,2015,13,5.8,Myriad Pictures
296065,0.4746260000000001,0,0,Last Shift,2015,77,5.6,Skyra Entertainment
337029,0.473344,0,0,Frankenstein,2015,14,4.5,Eclectic pictures
317952,0.471393,0,0,Cartel Land,2015,112,7.5,The Documentary Group
325358,0.471091,20000000,0,Superfast!,2015,60,4.4,The Safran Company
272548,0.470991,0,0,Moonwalkers,2015,53,6.0,Nexus Factory
340275,0.470124,0,0,Chi-Raq,2015,33,5.9,40 Acres & A Mule Filmworks
309887,0.467556,5300000,0,Bad Asses on the Bayou,2015,24,5.8,Sense and Sensibility Ventures
302429,0.465707,0,13603453,Strange Magic,2015,68,6.1,Lucasfilm
253331,0.46209,9000000,21571189,Black or White,2015,72,6.7,Treehouse Pictures
293771,0.459597,0,0,Dead Rising,2015,82,4.9,Di Bonaventura Pictures
323373,0.454151,0,0,Deathgasm,2015,83,6.5,The New Zealand Film Commission
323027,0.452939,0,0,Justice League: Gods and Monsters,2015,99,6.9,DC Comics
297806,0.4508720000000001,13000000,1646788,I Saw the Light,2015,19,5.6,Bron Studios
253626,0.4501600000000001,0,316472,Good Kill,2015,132,5.7,Voltage Pictures
354251,0.444265,0,0,Southbound,2015,73,6.0,Willowbrook Regent Films
329637,0.444193,0,0,Star Trek: Renegades,2015,31,4.1,ST Renegades
257444,0.443525,0,0,The Boy,2015,22,6.1,Chiller Films
355338,0.442835,0,0,Riley's First Date?,2015,137,7.3,Walt Disney Pictures
271736,0.4424270000000001,0,3286448,The Program,2015,107,5.9,StudioCanal
309581,0.442067,0,0,Lila & Eve,2015,78,5.2,A&E Television Networks
293970,0.441882,0,0,The Final Girls,2015,211,6.6,Groundswell Productions
279690,0.441402,0,0,He Never Died,2015,65,6.3,Alternate Ending Studios
364067,0.4395979999999999,0,0,A Very Murray Christmas,2015,101,5.4,American Zoetrope
318922,0.438409,0,0,Kill Your Friends,2015,54,5.5,Altitude Film Entertainment
335077,0.437088,0,0,Battle For SkyArk,2015,18,3.5,Mr.Monster
266639,0.435582,5000000,2333684,Jem and the Holograms,2015,69,5.7,Universal Pictures
274504,0.4330729999999999,0,0,The Adderall Diaries,2015,23,4.8,RabbitBandini Productions
244316,0.429892,10000000,0,Grizzly,2015,35,5.0,Purple Pictures
352208,0.427116,0,0,Where to Invade Next,2015,67,7.2,Dog Eat Dog Films
283587,0.424813,6000000,90777,Beasts of No Nation,2015,306,7.5,Participant Media
311539,0.423161,0,0,A Christmas Horror Story,2015,56,5.6,Copperheart Entertainment
277713,0.42179,0,0,Sunset Song,2015,19,7.1,Iris productions
347945,0.429756,0,4505,Synchronicity,2015,45,5.3,Pop Films
344854,0.415041,0,0,The Pack,2015,15,5.5,Kojo Pictures
234212,0.414913,3000000,3387000,Demonic,2015,91,5.0,Icon Entertainment International
283596,0.4128770000000001,0,0,The Legend of Barney Thomson,2015,21,5.7,Sigma Films Ltd.
250225,0.412503,1000000,0,The Duke of Burgundy,2015,58,5.8,Pioneer Pictures
307479,0.409698,0,0,88,2015,20,4.4,WANGO Films
339145,0.405095,0,0,The Girl in the Book,2015,23,6.2,Varient Busted Buggy Entertainmen
323660,0.404511,0,0,Avengers Grimm,2015,23,3.8,The Asylum
308638,0.402236,447524,771317,The D Train,2015,47,4.2,Ealing Studios
359983,0.250209,0,0,The Lion Guard: Return of the Roar,2015,48,5.9,Walt Disney Television Animation
300155,0.399947,0,228136,A Royal Night Out,2015,42,6.2,Ecosse Films
328595,0.398982,0,0,Parallels,2015,92,6.1,Fox Digital Studios
327528,0.396791,0,830129,Born to Be Blue,2015,16,6.8,New Real Films
329540,0.394466,1950000,0,The Marine 4: Moving Target,2015,35,5.7,WWE Studios
306964,0.393642,0,0,Tales of Halloween,2015,74,5.3,Epic Pictures Group
360387,0.393566,1000000,0,Blunt Force Trauma,2015,23,4.4,ETA films
362185,0.391326,0,0,Operator,2015,16,5.4,Status Media & Entertainment
94365,0.386529,0,0,The Human Centipede 3 (Final Sequence),2015,75,3.5,Six Entertainment
241855,0.383406,0,49970,Spring,2015,110,6.5,XYZ Films
322518,0.383183,0,0,The Intruders,2015,26,4.9,Darius Films
291272,0.382997,0,0,We Are Still Here,2015,91,5.5,Dark Sky Films
324963,0.7128899999999999,0,0,Monster High: Haunted,2015,11,7.0,Mattel Playground Productions
342927,0.378836,0,0,3-Headed Shark Attack,2015,15,3.8,The Asylum
361159,0.37668,0,0,Navy Seals vs. Zombies,2015,24,3.3,Hollywood Media Bridge
365805,0.411416,0,0,Wrecker,2015,12,3.6,IW Wrecker Productions
351964,0.3748530000000001,0,0,The Escort,2015,41,5.9,Skyhook Productions
362057,0.372889,0,0,Martyrs,2015,43,5.0,Blumhouse Productions
137333,0.371145,0,0,Uncanny,2015,21,6.1,Accelerated Matter
317198,0.370148,0,0,Bad Hair Day,2015,21,6.5,Muse Entertainment Enterprises
57876,0.369529,5000000,0,Area 51,2015,82,4.4,Insurge Pictures
339533,0.369108,0,0,San Andreas Quake,2015,60,3.7,The Asylum
277546,0.36817,6000000,0,The Runner,2015,35,4.8,Paper Street Films
306482,0.367434,0,0,Partisan,2015,16,5.8,Warp Films Australia
362105,0.36603,4400000,0,R.L. Stine's Monsterville: The Cabinet of Souls,2015,22,7.2,EveryWhere Studios
245846,0.365901,10000000,17472,Strangerland,2015,48,5.0,Worldview Entertainment
330112,0.329164,0,0,Ashby,2015,104,5.9,Head Gear Films
322766,0.359826,0,0,Beautiful & Twisted,2015,21,5.4,Sony Pictures Television
361931,0.357654,0,0,Ronaldo,2015,80,6.5,On The Corner Films
318224,0.357614,0,0,Going Clear: Scientology and the Prison of Belief,2015,186,7.8,Jigsaw Productions
309503,0.357567,0,0,Zipper,2015,30,5.5,Protozoa Pictures
348811,0.356519,0,0,War Pigs,2015,26,4.9,VMI Worldwide
310135,0.354624,0,0,Turbo Kid,2015,136,6.6,Epic Pictures Group
355111,0.350858,0,0,Barbie in Rock 'N Royals,2015,17,6.3,Mattel
335866,0.350599,0,0,Circle,2015,167,6.1,Votiv Films
295592,0.348306,0,16661077,Monkey Kingdom,2015,39,6.3,Disneynature
